"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"North Dakota","Burleigh",2018,88,71,17,0,0,0,0,89,58,36,0,3,32,0,53,0
"North Dakota","Cass",2018,87,79,8,0,0,0,0,80,50,38,0,4,48,0,35,0
"North Dakota","Dunn",2018,87,83,4,0,0,0,0,64,44,36,0,1,65,0,21,0
"North Dakota","McKenzie",2018,87,83,4,0,0,0,0,58,48,37,0,0,81,0,6,0
"North Dakota","Mercer",2018,87,84,3,0,0,0,0,64,47,35,0,0,81,0,6,0
"North Dakota","Oliver",2018,87,77,9,1,0,0,0,122,52,38,0,0,68,0,19,0
"North Dakota","Ward",2018,87,78,9,0,0,0,0,84,52,38,0,0,69,0,18,0
"North Dakota","Williams",2018,87,76,11,0,0,0,0,68,53,33,0,0,30,0,55,2
"Ohio","Adams",2018,88,88,0,0,0,0,0,39,29,20,0,0,0,8,80,0
"Ohio","Allen",2018,90,85,5,0,0,0,0,63,42,25,0,0,28,0,62,0
"Ohio","Ashtabula",2018,90,90,0,0,0,0,0,46,42,1,0,0,30,60,0,0
"Ohio","Athens",2018,16,16,0,0,0,0,0,40,36,23,0,0,0,0,16,0
"Ohio","Belmont",2018,90,88,2,0,0,0,0,62,32,21,0,65,0,0,25,0
"Ohio","Butler",2018,90,79,11,0,0,0,0,89,53,37,0,0,69,1,20,0
"Ohio","Clark",2018,90,65,25,0,0,0,0,94,61,41,0,0,24,3,63,0
"Ohio","Clermont",2018,87,76,11,0,0,0,0,60,52,41,0,0,30,0,57,0
"Ohio","Clinton",2018,31,31,0,0,0,0,0,45,44,38,0,0,31,0,0,0
"Ohio","Columbiana",2018,95,94,1,0,0,0,0,52,12,0,0,0,0,75,0,20
"Ohio","Cuyahoga",2018,90,59,31,0,0,0,0,91,63,42,0,7,32,0,49,2
"Ohio","Delaware",2018,31,31,0,0,0,0,0,44,44,39,0,0,31,0,0,0
"Ohio","Fayette",2018,59,59,0,0,0,0,0,44,37,31,0,0,59,0,0,0
"Ohio","Franklin",2018,90,71,19,0,0,0,0,78,59,39,0,16,28,0,46,0
"Ohio","Gallia",2018,120,119,1,0,0,0,0,61,19,3,0,0,0,120,0,0
"Ohio","Geauga",2018,31,31,0,0,0,0,0,47,44,41,0,0,31,0,0,0
"Ohio","Greene",2018,88,71,17,0,0,0,0,78,54,38,0,0,27,0,61,0
"Ohio","Hamilton",2018,90,67,23,0,0,0,0,89,61,45,0,14,23,0,53,0
"Ohio","Harrison",2018,15,14,1,0,0,0,0,53,49,29,0,0,0,0,15,0
"Ohio","Jefferson",2018,90,56,34,0,0,0,0,83,62,48,0,0,1,21,68,0
"Ohio","Knox",2018,31,31,0,0,0,0,0,46,44,39,0,0,31,0,0,0
"Ohio","Lake",2018,90,85,5,0,0,0,0,75,43,35,0,0,31,0,59,0
"Ohio","Lawrence",2018,90,90,0,0,0,0,0,47,43,29,0,0,31,0,59,0
"Ohio","Licking",2018,31,31,0,0,0,0,0,43,41,36,0,0,31,0,0,0
"Ohio","Lorain",2018,90,86,4,0,0,0,0,75,41,28,0,0,29,0,61,0
"Ohio","Lucas",2018,90,81,9,0,0,0,0,74,51,35,0,0,27,5,58,0
"Ohio","Madison",2018,31,31,0,0,0,0,0,44,44,39,0,0,31,0,0,0
"Ohio","Mahoning",2018,90,87,3,0,0,0,0,57,43,33,0,0,26,0,63,1
"Ohio","Medina",2018,90,69,21,0,0,0,0,84,60,38,0,0,27,0,63,0
"Ohio","Miami",2018,31,31,0,0,0,0,0,45,43,38,0,0,31,0,0,0
"Ohio","Montgomery",2018,90,74,16,0,0,0,0,99,58,38,6,0,28,0,56,0
"Ohio","Morgan",2018,89,89,0,0,0,0,0,31,13,3,0,0,0,89,0,0
"Ohio","Noble",2018,46,46,0,0,0,0,0,46,37,32,0,0,46,0,0,0
"Ohio","Portage",2018,49,45,4,0,0,0,0,73,47,35,0,0,31,0,18,0
"Ohio","Preble",2018,90,80,9,1,0,0,0,107,52,38,0,0,43,0,47,0
"Ohio","Scioto",2018,90,87,3,0,0,0,0,82,33,11,0,0,0,22,25,43
"Ohio","Stark",2018,90,69,21,0,0,0,0,82,61,41,1,0,25,0,64,0
"Ohio","Summit",2018,90,71,19,0,0,0,0,79,60,36,0,0,26,0,64,0
"Ohio","Trumbull",2018,78,74,4,0,0,0,0,78,46,35,0,0,31,0,47,0
"Ohio","Warren",2018,88,71,17,0,0,0,0,73,62,39,0,0,31,0,57,0
"Ohio","Washington",2018,31,30,1,0,0,0,0,64,45,40,0,0,31,0,0,0
"Ohio","Wood",2018,31,31,0,0,0,0,0,44,40,36,0,0,31,0,0,0
"Oklahoma","Bryan",2018,46,41,5,0,0,0,0,77,51,40,0,0,46,0,0,0
"Oklahoma","Canadian",2018,89,87,2,0,0,0,0,67,47,31,0,0,89,0,0,0
"Oklahoma","Carter",2018,90,76,14,0,0,0,0,79,55,30,0,0,0,0,90,0
"Oklahoma","Cleveland",2018,90,63,27,0,0,0,0,89,59,43,0,0,37,0,53,0
"Oklahoma","Comanche",2018,90,81,9,0,0,0,0,67,51,36,0,0,74,0,16,0
"Oklahoma","Creek",2018,90,83,7,0,0,0,0,93,47,34,0,0,90,0,0,0
"Oklahoma","Custer",2018,90,88,2,0,0,0,0,65,32,18,0,0,0,0,0,90
"Oklahoma","Dewey",2018,90,78,12,0,0,0,0,78,52,38,0,0,55,0,35,0
"Oklahoma","Garfield",2018,90,88,2,0,0,0,0,61,23,0,0,0,0,90,0,0
"Oklahoma","Jefferson",2018,33,26,7,0,0,0,0,80,64,46,0,0,33,0,0,0
"Oklahoma","Kay",2018,90,69,20,1,0,0,0,107,57,39,0,0,0,2,88,0
"Oklahoma","Love",2018,25,19,6,0,0,0,0,84,64,44,0,0,25,0,0,0
"Oklahoma","Mayes",2018,90,90,0,0,0,0,0,39,27,6,0,0,0,90,0,0
"Oklahoma","McClain",2018,75,71,4,0,0,0,0,77,47,33,0,0,75,0,0,0
"Oklahoma","Muskogee",2018,90,81,8,1,0,0,0,101,51,17,0,0,0,17,0,73
"Oklahoma","Nowata",2018,80,66,14,0,0,0,0,83,56,36,0,0,0,0,80,0
"Oklahoma","Oklahoma",2018,90,67,23,0,0,0,0,90,60,38,0,10,42,0,36,2
"Oklahoma","Osage",2018,58,58,0,0,0,0,0,45,37,31,0,0,58,0,0,0
"Oklahoma","Ottawa",2018,90,82,8,0,0,0,0,84,49,33,0,0,63,0,27,0
"Oklahoma","Pittsburg",2018,87,74,13,0,0,0,0,95,60,31,0,0,27,0,60,0
"Oklahoma","Sequoyah",2018,30,23,7,0,0,0,0,67,59,31,0,0,0,0,30,0
"Oklahoma","Tulsa",2018,90,50,40,0,0,0,0,97,73,47,0,1,27,0,62,0
"Pennsylvania","Adams",2018,53,53,0,0,0,0,0,41,38,31,0,0,53,0,0,0
"Pennsylvania","Allegheny",2018,90,53,35,2,0,0,0,125,84,46,0,1,27,13,49,0
"Pennsylvania","Centre",2018,57,57,0,0,0,0,0,44,38,31,0,0,57,0,0,0
"Pennsylvania","Elk",2018,59,59,0,0,0,0,0,44,41,34,0,0,59,0,0,0
"Pennsylvania","Mercer",2018,50,50,0,0,0,0,0,44,40,33,0,0,50,0,0,0
"Pennsylvania","Philadelphia",2018,4,2,2,0,0,0,0,58,58,57,0,0,0,0,4,0
"Pennsylvania","Somerset",2018,59,59,0,0,0,0,0,44,38,31,0,0,59,0,0,0
"Rhode Island","Kent",2018,31,30,1,0,0,0,0,61,47,23,0,0,0,0,31,0
"Rhode Island","Providence",2018,31,20,11,0,0,0,0,75,66,46,0,2,8,0,21,0
"Rhode Island","Washington",2018,30,27,3,0,0,0,0,61,54,24,0,0,0,0,30,0
"South Carolina","Aiken",2018,53,45,8,0,0,0,0,71,54,44,0,0,53,0,0,0
"South Carolina","Anderson",2018,83,82,1,0,0,0,0,51,44,36,0,0,83,0,0,0
"South Carolina","Berkeley",2018,82,79,3,0,0,0,0,58,47,38,0,0,82,0,0,0
"South Carolina","Charleston",2018,120,108,12,0,0,0,0,76,51,39,0,3,91,0,26,0
"South Carolina","Chesterfield",2018,101,89,12,0,0,0,0,67,52,38,0,0,76,0,25,0
"South Carolina","Colleton",2018,120,110,10,0,0,0,0,72,49,37,0,0,97,0,23,0
"South Carolina","Darlington",2018,77,73,4,0,0,0,0,61,48,39,0,0,77,0,0,0
"South Carolina","Edgefield",2018,119,101,18,0,0,0,0,90,54,38,0,0,89,0,30,0
"South Carolina","Florence",2018,110,100,10,0,0,0,0,66,50,29,0,0,0,0,110,0
"South Carolina","Georgetown",2018,108,108,0,0,0,0,0,44,29,15,0,0,0,0,0,108
"South Carolina","Greenville",2018,120,101,19,0,0,0,0,66,58,41,0,7,66,0,47,0
"South Carolina","Horry",2018,117,107,10,0,0,0,0,67,49,36,0,0,117,0,0,0
"South Carolina","Lexington",2018,120,97,23,0,0,0,0,92,56,36,0,0,0,0,114,6
"South Carolina","Oconee",2018,119,102,17,0,0,0,0,90,58,38,0,0,108,0,11,0
"South Carolina","Pickens",2018,82,71,11,0,0,0,0,84,54,42,0,0,82,0,0,0
"South Carolina","Richland",2018,120,103,17,0,0,0,0,81,54,39,0,1,95,0,24,0
"South Carolina","Spartanburg",2018,115,94,21,0,0,0,0,74,54,42,0,0,58,0,57,0
"South Carolina","York",2018,117,110,7,0,0,0,0,77,48,34,0,0,117,0,0,0
"Tennessee","Blount",2018,90,88,2,0,0,0,0,87,47,39,0,0,77,0,13,0
"Tennessee","Claiborne",2018,59,59,0,0,0,0,0,42,35,30,0,0,59,0,0,0
"Tennessee","DeKalb",2018,58,58,0,0,0,0,0,45,40,32,0,0,58,0,0,0
"Tennessee","Hamilton",2018,68,52,16,0,0,0,0,60,55,39,0,0,0,0,68,0
"Tennessee","Knox",2018,118,110,8,0,0,0,0,74,46,31,0,0,59,0,0,59
"Tennessee","Sevier",2018,90,85,5,0,0,0,0,87,49,41,0,0,90,0,0,0
"Texas","Brewster",2018,89,83,6,0,0,0,0,58,49,39,0,0,89,0,0,0
"Texas","Polk",2018,59,59,0,0,0,0,0,41,36,29,0,0,59,0,0,0
"Texas","Randall",2018,59,59,0,0,0,0,0,48,44,37,0,0,59,0,0,0
"Utah","Box Elder",2018,120,105,14,1,0,0,0,115,54,41,0,2,99,0,19,0
"Utah","Cache",2018,120,98,20,2,0,0,0,120,60,43,0,0,91,0,29,0
"Utah","Carbon",2018,90,87,3,0,0,0,0,54,49,41,0,0,90,0,0,0
"Utah","Davis",2018,120,99,21,0,0,0,0,97,57,41,0,21,78,0,20,1
"Utah","Duchesne",2018,120,108,12,0,0,0,0,74,51,43,0,0,106,0,14,0
"Utah","Iron",2018,91,91,0,0,0,0,0,48,44,29,0,1,54,0,36,0
"Utah","Salt Lake",2018,120,103,15,2,0,0,0,123,59,42,0,35,34,0,41,10
"Utah","San Juan",2018,90,89,1,0,0,0,0,58,46,41,0,0,90,0,0,0
"Utah","Tooele",2018,120,102,17,1,0,0,0,121,58,42,0,0,102,0,18,0
"Utah","Uintah",2018,120,97,23,0,0,0,0,84,58,44,0,0,113,0,7,0
"Utah","Utah",2018,120,108,12,0,0,0,0,74,51,36,0,10,58,0,48,4
"Utah","Washington",2018,90,90,0,0,0,0,0,47,44,33,0,1,86,0,3,0
"Utah","Weber",2018,120,98,22,0,0,0,0,97,54,43,0,32,71,0,13,4
"Virginia","Albemarle",2018,20,20,0,0,0,0,0,48,45,29,0,0,0,0,20,0
"Virginia","Arlington",2018,19,14,5,0,0,0,0,60,57,33,0,0,0,0,19,0
"Virginia","Botetourt",2018,90,90,0,0,0,0,0,41,19,1,0,0,0,90,0,0
"Virginia","Bristol City",2018,20,19,1,0,0,0,0,67,47,28,0,0,0,0,20,0
"Virginia","Carroll",2018,19,19,0,0,0,0,0,19,15,9,0,0,0,0,0,19
"Virginia","Charles",2018,19,19,0,0,0,0,0,40,37,25,0,0,0,0,19,0
"Virginia","Chesterfield",2018,20,19,1,0,0,0,0,51,42,23,0,0,0,0,20,0
"Virginia","Covington City",2018,90,90,0,0,0,0,0,43,16,3,0,0,0,90,0,0
"Virginia","Fairfax",2018,66,61,5,0,0,0,0,66,45,25,0,0,0,0,58,8
"Virginia","Frederick",2018,20,15,5,0,0,0,0,85,58,30,0,0,0,0,20,0
"Virginia","Giles",2018,85,77,6,2,0,0,0,118,49,33,0,0,43,42,0,0
"Virginia","Hampton City",2018,28,27,1,0,0,0,0,55,32,17,0,0,0,0,18,10
"Virginia","Henrico",2018,35,34,1,0,0,0,0,51,38,21,0,0,0,0,24,11
"Virginia","Hopewell City",2018,18,18,0,0,0,0,0,13,10,8,0,0,0,0,0,18
"Virginia","Loudoun",2018,20,17,3,0,0,0,0,56,55,31,0,0,0,0,20,0
"Virginia","Lynchburg City",2018,20,20,0,0,0,0,0,47,44,30,0,0,0,0,20,0
"Virginia","Madison",2018,89,89,0,0,0,0,0,48,44,38,0,0,89,0,0,0
"Virginia","Norfolk City",2018,29,28,1,0,0,0,0,60,35,19,0,0,0,0,20,9
"Virginia","Prince Edward",2018,58,58,0,0,0,0,0,42,37,32,0,0,58,0,0,0
"Virginia","Richmond City",2018,19,16,3,0,0,0,0,58,55,30,0,0,0,0,19,0
"Virginia","Roanoke",2018,19,17,2,0,0,0,0,70,58,29,0,0,0,0,19,0
"Virginia","Rockingham",2018,19,19,0,0,0,0,0,49,43,27,0,0,0,0,19,0
"Virginia","Salem City",2018,19,17,2,0,0,0,0,72,54,31,0,0,0,0,19,0
"Virginia","Stafford",2018,16,16,0,0,0,0,0,19,10,6,0,0,0,0,0,16
"Virginia","Virginia Beach City",2018,17,15,2,0,0,0,0,65,52,22,0,0,0,0,17,0
"Virginia","Winchester City",2018,20,20,0,0,0,0,0,17,16,6,0,0,0,0,0,20
"Washington","Adams",2018,31,31,0,0,0,0,0,45,26,10,0,0,0,0,31,0
"Washington","Asotin",2018,31,26,5,0,0,0,0,70,54,25,0,0,0,0,31,0
"Washington","Benton",2018,31,28,3,0,0,0,0,57,43,22,0,0,0,0,28,3
"Washington","Chelan",2018,31,22,9,0,0,0,0,64,60,43,0,0,0,0,31,0
"Washington","Clallam",2018,31,19,12,0,0,0,0,63,58,45,0,0,9,0,22,0
"Washington","Clark",2018,31,26,4,1,0,0,0,103,56,19,0,0,0,0,31,0
"Washington","Columbia",2018,21,20,1,0,0,0,0,55,39,20,0,0,0,0,21,0
"Washington","Cowlitz",2018,31,30,1,0,0,0,0,52,38,23,0,0,0,0,31,0
"Washington","Franklin",2018,31,28,3,0,0,0,0,58,38,18,0,0,0,0,31,0
"Washington","Garfield",2018,31,31,0,0,0,0,0,39,20,11,0,0,0,0,31,0
"Washington","Grant",2018,31,28,3,0,0,0,0,57,39,21,0,5,0,0,26,0
"Washington","Grays Harbor",2018,31,30,1,0,0,0,0,57,38,26,0,0,0,0,31,0
"Washington","Jefferson",2018,31,30,1,0,0,0,0,54,33,16,0,0,0,0,31,0
"Washington","King",2018,31,26,5,0,0,0,0,70,52,39,0,18,0,0,13,0
"Washington","Kittitas",2018,31,26,5,0,0,0,0,60,55,28,0,0,0,0,31,0
"Washington","Lewis",2018,31,29,2,0,0,0,0,60,47,19,0,0,0,0,31,0
"Washington","Mason",2018,31,26,5,0,0,0,0,58,56,25,0,0,0,0,31,0
"Washington","Okanogan",2018,31,10,21,0,0,0,0,76,71,56,0,0,0,0,31,0
"Washington","Pierce",2018,31,23,8,0,0,0,0,89,67,40,0,0,23,0,8,0
"Washington","Skagit",2018,31,31,0,0,0,0,0,31,23,12,0,0,0,0,31,0
"Washington","Spokane",2018,31,27,4,0,0,0,0,61,51,27,0,0,0,0,27,4
"Washington","Stevens",2018,31,14,17,0,0,0,0,76,64,52,0,0,0,0,29,2
"Washington","Thurston",2018,9,9,0,0,0,0,0,16,16,8,0,0,0,0,9,0
"Washington","Walla Walla",2018,31,29,2,0,0,0,0,58,42,20,0,0,0,0,26,5
"Washington","Whatcom",2018,31,22,8,1,0,0,0,104,69,35,0,0,0,15,16,0
"Washington","Whitman",2018,31,31,0,0,0,0,0,42,32,10,0,0,0,0,31,0
"Washington","Yakima",2018,31,19,12,0,0,0,0,81,64,45,0,0,0,0,31,0
"West Virginia","Berkeley",2018,31,31,0,0,0,0,0,50,44,40,0,0,31,0,0,0
"West Virginia","Brooke",2018,90,88,2,0,0,0,0,62,24,11,0,0,0,56,0,34
"West Virginia","Cabell",2018,31,31,0,0,0,0,0,46,44,37,0,0,31,0,0,0
"West Virginia","Gilmer",2018,59,59,0,0,0,0,0,44,36,30,0,0,59,0,0,0
"West Virginia","Greenbrier",2018,31,31,0,0,0,0,0,45,44,39,0,0,31,0,0,0
"West Virginia","Hancock",2018,90,90,0,0,0,0,0,48,41,13,0,0,31,32,0,27
"West Virginia","Kanawha",2018,90,77,13,0,0,0,0,67,52,42,0,0,28,0,62,0
"West Virginia","Marshall",2018,90,56,34,0,0,0,0,93,68,44,0,0,0,0,90,0
"West Virginia","Mason",2018,113,112,1,0,0,0,0,60,10,1,0,0,0,113,0,0
"West Virginia","Mineral",2018,89,64,9,9,7,0,0,200,141,4,0,0,0,89,0,0
"West Virginia","Monongalia",2018,57,57,0,0,0,0,0,44,40,29,0,0,30,27,0,0
"West Virginia","Ohio",2018,31,31,0,0,0,0,0,45,44,39,0,0,31,0,0,0
"West Virginia","Tucker",2018,59,59,0,0,0,0,0,44,38,32,0,0,59,0,0,0
"West Virginia","Wood",2018,88,87,1,0,0,0,0,57,37,11,0,0,31,57,0,0
"Wisconsin","Ashland",2018,28,28,0,0,0,0,0,44,38,35,0,0,28,0,0,0
"Wisconsin","Brown",2018,31,29,2,0,0,0,0,72,47,28,0,0,0,1,30,0
"Wisconsin","Dane",2018,35,30,5,0,0,0,0,72,57,35,0,0,0,0,31,4
"Wisconsin","Dodge",2018,36,31,5,0,0,0,0,61,56,32,0,0,13,0,18,5
"Wisconsin","Eau Claire",2018,31,20,11,0,0,0,0,68,55,45,0,0,0,0,31,0
"Wisconsin","Forest",2018,31,30,1,0,0,0,0,52,47,35,0,0,24,0,7,0
"Wisconsin","Grant",2018,31,22,9,0,0,0,0,65,55,42,0,0,0,0,31,0
"Wisconsin","Kenosha",2018,31,27,4,0,0,0,0,76,54,30,0,0,0,0,31,0
"Wisconsin","La Crosse",2018,31,28,3,0,0,0,0,78,40,30,0,0,0,0,31,0
"Wisconsin","Milwaukee",2018,37,28,9,0,0,0,0,71,57,37,0,2,4,0,25,6
"Wisconsin","Oneida",2018,31,28,3,0,0,0,0,62,46,0,0,0,0,31,0,0
"Wisconsin","Outagamie",2018,31,21,8,2,0,0,0,123,69,35,0,0,0,5,26,0
"Wisconsin","Ozaukee",2018,29,27,2,0,0,0,0,62,48,27,0,0,0,0,29,0
"Wisconsin","Sauk",2018,31,27,4,0,0,0,0,60,51,34,0,0,0,0,31,0
"Wisconsin","Taylor",2018,59,56,3,0,0,0,0,55,47,34,0,0,50,0,9,0
"Wisconsin","Vilas",2018,31,30,1,0,0,0,0,52,41,15,0,0,0,0,31,0
"Wisconsin","Waukesha",2018,36,29,7,0,0,0,0,67,61,35,0,0,0,0,31,5
"Wyoming","Albany",2018,68,67,1,0,0,0,0,54,48,44,0,0,59,0,6,3
"Wyoming","Campbell",2018,90,89,1,0,0,0,0,76,20,12,0,0,0,0,0,90
"Wyoming","Converse",2018,90,90,0,0,0,0,0,47,44,38,0,0,89,0,0,1
"Wyoming","Fremont",2018,28,20,8,0,0,0,0,91,70,27,0,0,0,0,23,5
"Wyoming","Laramie",2018,30,29,1,0,0,0,0,53,24,12,0,0,0,0,26,4
"Wyoming","Lincoln",2018,90,89,1,0,0,0,0,55,25,6,0,0,0,0,0,90
"Wyoming","Natrona",2018,30,30,0,0,0,0,0,35,20,11,0,0,0,0,26,4
"Wyoming","Park",2018,30,29,1,0,0,0,0,55,35,12,0,0,0,0,13,17
"Wyoming","Sheridan",2018,31,23,8,0,0,0,0,81,61,29,0,0,0,0,31,0
"Wyoming","Sublette",2018,90,89,1,0,0,0,0,58,46,43,0,0,90,0,0,0
"Wyoming","Sweetwater",2018,90,89,1,0,0,0,0,65,45,40,0,0,89,0,1,0
"Wyoming","Teton",2018,90,86,4,0,0,0,0,58,49,41,0,0,87,0,3,0
